
time,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,MagnetometerX,MagnetometerY,MagnetometerZ
7.2550,-0.0561,-0.0213,-1.0061,-0.002130528911948204,0.15978966653347015,-0.07456851005554199,18.0,-6.200000286102295,-38.60000228881836
7.2560,-0.0561,-0.0213,-1.0061,-0.1533980816602707,-0.2599245309829712,0.0,18.0,-6.200000286102295,-38.60000228881836
7.2590,-0.0561,-0.0213,-1.0061,-0.1533980816602707,-0.2599245309829712,0.0,18.0,-6.200000286102295,-38.60000228881836
7.2610,-0.0561,-0.0213,-1.0061,-0.1533980816602707,-0.2599245309829712,0.0,18.0,-6.200000286102295,-38.60000228881836
7.2710,-0.0561,-0.0213,-1.0061,-0.1533980816602707,-0.2599245309829712,0.0,18.0,-6.200000286102295,-38.60000228881836
7.4310,-0.0639,0.0336,-1.0564,-0.1533980816602707,-0.2599245309829712,0.0,18.0,-6.200000286102295,-38.60000228881836
7.4320,-0.0639,0.0336,-1.0564,-0.1533980816602707,-0.2599245309829712,0.0,19.200000762939453,-5.200000286102295,-39.0
7.4320,-0.0639,0.0336,-1.0564,-0.6998787522315979,-0.19707392156124115,-0.16831178963184357,19.200000762939453,-5.200000286102295,-39.0
7.4330,-0.0639,0.0336,-1.0564,-0.6998787522315979,-0.19707392156124115,-0.16831178963184357,19.200000762939453,-5.200000286102295,-39.0
7.4330,-0.0639,0.0336,-1.0564,-0.6998787522315979,-0.19707392156124115,-0.16831178963184357,19.200000762939453,-5.200000286102295,-39.0
7.4530,-0.0639,0.0336,-1.0564,-0.6998787522315979,-0.19707392156124115,-0.16831178963184357,19.200000762939453,-5.200000286102295,-39.0
7.6200,-0.1314,0.2678,-1.0878,-0.6998787522315979,-0.19707392156124115,-0.16831178963184357,19.200000762939453,-5.200000286102295,-39.0
7.6220,-0.1314,0.2678,-1.0878,-0.6998787522315979,-0.19707392156124115,-0.16831178963184357,16.399999618530273,-4.300000190734863,-40.70000076293945
7.6230,-0.1314,0.2678,-1.0878,-2.7313380241394043,-0.6657902598381042,0.38669100403785706,16.399999618530273,-4.300000190734863,-40.70000076293945
7.6270,-0.1314,0.2678,-1.0878,-2.7313380241394043,-0.6657902598381042,0.38669100403785706,16.399999618530273,-4.300000190734863,-40.70000076293945
7.6290,-0.1314,0.2678,-1.0878,-2.7313380241394043,-0.6657902598381042,0.38669100403785706,16.399999618530273,-4.300000190734863,-40.70000076293945
7.6390,-0.1314,0.2678,-1.0878,-2.7313380241394043,-0.6657902598381042,0.38669100403785706,16.399999618530273,-4.300000190734863,-40.70000076293945
7.8000,-0.0716,0.8342,-0.4939,-2.7313380241394043,-0.6657902598381042,0.38669100403785706,16.399999618530273,-4.300000190734863,-40.70000076293945
7.8020,-0.0716,0.8342,-0.4939,-2.7313380241394043,-0.6657902598381042,0.38669100403785706,16.899999618530273,-0.9000000357627869,-41.10000228881836
7.8030,-0.0716,0.8342,-0.4939,-3.369431495666504,0.08628641813993454,0.2865561246871948,16.899999618530273,-0.9000000357627869,-41.10000228881836
7.8070,-0.0716,0.8342,-0.4939,-3.369431495666504,0.08628641813993454,0.2865561246871948,16.899999618530273,-0.9000000357627869,-41.10000228881836
7.8090,-0.0716,0.8342,-0.4939,-3.369431495666504,0.08628641813993454,0.2865561246871948,16.899999618530273,-0.9000000357627869,-41.10000228881836
7.8180,-0.0716,0.8342,-0.4939,-3.369431495666504,0.08628641813993454,0.2865561246871948,16.899999618530273,-0.9000000357627869,-41.10000228881836
7.9790,-0.0739,0.9339,-0.0958,-3.369431495666504,0.08628641813993454,0.2865561246871948,16.899999618530273,-0.9000000357627869,-41.10000228881836
7.9810,-0.0739,0.9339,-0.0958,-3.369431495666504,0.08628641813993454,0.2865561246871948,12.300000190734863,15.90000057220459,-37.10000228881836
7.9840,-0.0739,0.9339,-0.0958,-2.7451865673065186,-0.18748654425144196,0.8969526886940002,12.300000190734863,15.90000057220459,-37.10000228881836
7.9860,-0.0739,0.9339,-0.0958,-2.7451865673065186,-0.18748654425144196,0.8969526886940002,12.300000190734863,15.90000057220459,-37.10000228881836
7.9870,-0.0739,0.9339,-0.0958,-2.7451865673065186,-0.18748654425144196,0.8969526886940002,12.300000190734863,15.90000057220459,-37.10000228881836
7.9970,-0.0739,0.9339,-0.0958,-2.7451865673065186,-0.18748654425144196,0.8969526886940002,12.300000190734863,15.90000057220459,-37.10000228881836
8.1600,0.0767,0.8591,0.3789,-2.7451865673065186,-0.18748654425144196,0.8969526886940002,12.300000190734863,15.90000057220459,-37.10000228881836
8.1620,0.0767,0.8591,0.3789,-2.7451865673065186,-0.18748654425144196,0.8969526886940002,15.199999809265137,32.10000228881836,-16.700000762939453
8.1650,0.0767,0.8591,0.3789,-2.599245309829712,-0.250337153673172,0.6647250056266785,15.199999809265137,32.10000228881836,-16.700000762939453
8.1670,0.0767,0.8591,0.3789,-2.599245309829712,-0.250337153673172,0.6647250056266785,15.199999809265137,32.10000228881836,-16.700000762939453
8.1680,0.0767,0.8591,0.3789,-2.599245309829712,-0.250337153673172,0.6647250056266785,15.199999809265137,32.10000228881836,-16.700000762939453
8.1800,0.0767,0.8591,0.3789,-2.599245309829712,-0.250337153673172,0.6647250056266785,15.199999809265137,32.10000228881836,-16.700000762939453
8.3440,0.1168,0.6920,0.6784,-2.599245309829712,-0.250337153673172,0.6647250056266785,15.199999809265137,32.10000228881836,-16.700000762939453
8.3460,0.1168,0.6920,0.6784,-2.599245309829712,-0.250337153673172,0.6647250056266785,19.399999618530273,33.70000076293945,3.700000047683716
8.3480,0.1168,0.6920,0.6784,-2.122006893157959,0.02556634694337845,0.25353294610977173,19.399999618530273,33.70000076293945,3.700000047683716
8.3490,0.1168,0.6920,0.6784,-2.122006893157959,0.02556634694337845,0.25353294610977173,19.399999618530273,33.70000076293945,3.700000047683716
8.3500,0.1168,0.6920,0.6784,-2.122006893157959,0.02556634694337845,0.25353294610977173,19.399999618530273,33.70000076293945,3.700000047683716
8.3600,0.1168,0.6920,0.6784,-2.122006893157959,0.02556634694337845,0.25353294610977173,19.399999618530273,33.70000076293945,3.700000047683716
8.5210,0.0690,0.3911,0.8876,-2.122006893157959,0.02556634694337845,0.25353294610977173,19.399999618530273,33.70000076293945,3.700000047683716
8.5240,0.0690,0.3911,0.8876,-2.122006893157959,0.02556634694337845,0.25353294610977173,21.399999618530273,26.700000762939453,18.399999618530273
8.5260,0.0690,0.3911,0.8876,-1.8077538013458252,0.05752427875995636,0.003195793367922306,21.399999618530273,26.700000762939453,18.399999618530273
8.5280,0.0690,0.3911,0.8876,-1.8077538013458252,0.05752427875995636,0.003195793367922306,21.399999618530273,26.700000762939453,18.399999618530273
8.5290,0.0690,0.3911,0.8876,-1.8077538013458252,0.05752427875995636,0.003195793367922306,21.399999618530273,26.700000762939453,18.399999618530273
8.5390,0.0690,0.3911,0.8876,-1.8077538013458252,0.05752427875995636,0.003195793367922306,21.399999618530273,26.700000762939453,18.399999618530273
8.7030,0.0072,0.1694,1.0582,-1.8077538013458252,0.05752427875995636,0.003195793367922306,21.399999618530273,26.700000762939453,18.399999618530273
8.7060,0.0072,0.1694,1.0582,-1.8077538013458252,0.05752427875995636,0.003195793367922306,22.600000381469727,16.899999618530273,29.399999618530273
8.7080,0.0072,0.1694,1.0582,-0.9150621891021729,0.30360037088394165,-0.2173139452934265,22.600000381469727,16.899999618530273,29.399999618530273
8.7090,0.0072,0.1694,1.0582,-0.9150621891021729,0.30360037088394165,-0.2173139452934265,22.600000381469727,16.899999618530273,29.399999618530273
8.7100,0.0072,0.1694,1.0582,-0.9150621891021729,0.30360037088394165,-0.2173139452934265,22.600000381469727,16.899999618530273,29.399999618530273
8.7220,0.0072,0.1694,1.0582,-0.9150621891021729,0.30360037088394165,-0.2173139452934265,22.600000381469727,16.899999618530273,29.399999618530273
8.8790,-0.0184,0.0966,1.0291,-0.9150621891021729,0.30360037088394165,-0.2173139452934265,22.600000381469727,16.899999618530273,29.399999618530273
8.8800,-0.0184,0.0966,1.0291,-0.9150621891021729,0.30360037088394165,-0.2173139452934265,20.30000114440918,6.800000190734863,34.400001525878906
8.8800,-0.0184,0.0966,1.0291,-0.2908172011375427,0.19174760580062866,0.06924218684434891,20.30000114440918,6.800000190734863,34.400001525878906
8.8810,-0.0184,0.0966,1.0291,-0.2908172011375427,0.19174760580062866,0.06924218684434891,20.30000114440918,6.800000190734863,34.400001525878906
8.8810,-0.0184,0.0966,1.0291,-0.2908172011375427,0.19174760580062866,0.06924218684434891,20.30000114440918,6.800000190734863,34.400001525878906
8.8990,-0.0184,0.0966,1.0291,-0.2908172011375427,0.19174760580062866,0.06924218684434891,20.30000114440918,6.800000190734863,34.400001525878906
9.0650,-0.0023,0.0932,0.9947,-0.2908172011375427,0.19174760580062866,0.06924218684434891,20.30000114440918,6.800000190734863,34.400001525878906
